---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;storage;display;value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
variable;name;type;format;label;variable;label;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;13;2;Trustee;8;0;16;;;;2.47;;30;17;7;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;637;;;0.6666667;16
1;3;2;Third Party;8;0;16;;;;2.47;;30;30;18;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;627;;;0.6666667;16
1;10;3;Trustee;5;0;3;;;;5.72;;30;28;12;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;634;;;0.2;20
1;11;3;Third Party;5;0;3;;;;5.72;;30;30;10;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;635;;;0.2;16
1;2;3;Investor;5;7;3;;;;5.72;;27;30;8;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;626;;;0.2;6
1;4;4;Third Party;0;0;0;;;;5.24;;30;30;10;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;628;;;0;16
1;7;4;Trustee;0;0;0;;;;5.24;;30;4;3;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;631;;;0;8
1;15;4;Investor;0;0;0;;;;5.24;;35;30;6;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;639;;;0;8
1;12;5;Investor;3;7;0;;;;2.82;;33;30;7;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;636;;;0;5
1;17;5;Third Party;3;0;0;;;;2.82;;30;30;12;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;641;;;0;16
1;8;5;Trustee;3;0;0;;;;2.82;;30;14;4;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;632;;;0;17
1;16;6;Trustee;3;0;3;;;;3.69;;30;20;17;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;640;;;0.3333333;14
1;18;6;Third Party;3;0;3;;;;3.69;;30;30;7;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;642;;;0.3333333;16
1;6;6;Investor;3;5;3;;;;3.69;;16;30;12;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;630;;;0.3333333;8
2;4;1;Third Party;6;0;0;0;0;48;3.85;15;30;30;5;Du hast nichts zur?ckgezahlt bekommen.;1381;negative;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;628;63;0;0;16
2;8;1;Trustee;6;0;0;0;0;48;3.85;15;30;18;4;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;632;63;0;0;26
2;2;1;Investor;6;9;0;0;0;48;3.85;15;22;30;28;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;626;63;0;0;2
2;15;2;Investor;3;6;3;0;0;11;2.68;7;35;30;7;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;639;18;0;0.3333333;8
2;10;2;Trustee;3;0;3;0;0;11;2.68;7;30;15;4;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;634;18;0;0.3333333;14
2;3;2;Third Party;3;0;3;0;0;11;2.68;7;30;30;9;;1380;;;;;;;;;;;;;;0;;27;Noisy Gossip;627;18;0.6666666;0.3333333;16
2;11;3;Third Party;8;0;0;3.01;0;72;7.77;33;30;30;25;Teilnehmer B hat in der letzten Runde 20 % zur?ckgesendet.;1382;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;635;105;0.2;0;16
2;16;3;Trustee;8;0;0;3.01;0;72;7.77;33;30;20;7;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;640;105;0;0;32
2;14;3;Investor;8;12;0;3.01;0;72;7.77;33;13;30;4;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;638;105;0;0;0
2;6;4;Investor;5;10;9;0;0;36;2.62;14;25;30;18;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;630;50;0;0.6;12
2;17;4;Third Party;5;0;9;0;0;36;2.62;14;30;30;11;Das ist nicht sch?n;1383;negative;vague;evaluative;0;0;0;0;0;0;0;0;0;0;1;;27;Noisy Gossip;641;50;0;0.6;16
2;9;4;Trustee;5;0;9;0;0;36;2.62;14;30;32;12;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;633;50;0;0.6;14
2;1;5;Third Party;0;0;3;1;0;53;6.1;29;30;30;10;66.70%;1379;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;625;82;0.6666666;0;16
2;12;5;Investor;0;0;3;1;0;53;6.1;29;31;30;15;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;636;82;0;0;11
2;13;5;Trustee;0;0;3;1;0;53;6.1;29;30;20;5;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;637;82;0;0;5
2;5;6;Investor;8;14;12;0;0;57;0.94;14;8;30;6;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;629;71;0;0.5;12
2;18;6;Third Party;8;0;12;0;0;57;0.94;14;30;30;12;33,3%;1384;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;642;71;0.3333333;0.5;16
2;7;6;Trustee;8;0;12;0;0;57;0.94;14;30;19;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;631;71;0;0.5;20
3;3;1;Third Party;8;0;16;0;0;8;4.79;5;30;30;2;;1386;;;;;;;;;;;;;;0;;27;Noisy Gossip;627;13;0.3333333;0.6666667;16
3;9;1;Trustee;8;0;16;0;0;8;4.79;5;30;15;9;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;633;13;0;0.6666667;16
3;5;1;Investor;8;16;16;0;0;8;4.79;5;10;30;4;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;629;13;0;0.6666667;16
3;4;2;Third Party;2;0;4;1;0;26;7.77;27;30;30;3;B hat 0 zur?ckgezahlt;1387;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;628;53;0;0.6666667;16
3;13;2;Trustee;2;0;4;1;0;26;7.77;27;30;26;6;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;637;53;0;0.6666667;10
3;15;2;Investor;2;2;4;1;0;26;7.77;27;32;30;6;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;639;53;0;0.6666667;10
3;18;3;Third Party;2;0;2;0;0;32;4.83;19;30;30;3;B hat 50% zur?ck gesendet;1390;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;642;51;0.5;0.3333333;16
3;12;3;Investor;2;3;2;0;0;32;4.83;19;22;30;3;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;636;51;0;0.3333333;8
3;7;3;Trustee;2;0;2;0;0;32;4.83;19;30;31;3;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;631;51;0;0.3333333;12
3;8;4;Trustee;8;0;0;1;0;35;5.05;13;30;14;3;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;632;48;0;0;32
3;14;4;Investor;8;12;0;1;0;35;5.05;13;6;30;3;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;638;48;0;0;0
3;11;4;Third Party;8;0;0;1;0;35;5.05;13;30;30;11;Teilnehmer B hat in der letzten Runde 0 % zur?ckgesendet.;1388;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;635;48;0;0;16
3;1;5;Third Party;4;0;3;0;0;33;7.75;14;30;30;5;;1385;;;;;;;;;;;;;;0;;27;Noisy Gossip;625;47;0;0.25;16
3;16;5;Trustee;4;0;3;0;0;33;7.75;14;30;33;3;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;640;47;0;0.25;17
3;2;5;Investor;4;6;3;0;0;33;7.75;14;18;30;28;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;626;47;0;0.25;7
3;6;6;Investor;6;12;2;0;0;35;7.93;4;26;30;15;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;630;39;0;0.1111111;4
3;10;6;Trustee;6;0;2;0;0;35;7.93;4;30;6;3;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;634;39;0;0.1111111;24
3;17;6;Third Party;6;0;2;0;0;35;7.93;4;30;30;8;Ein hoher Betrag wurde zur?ck?berwiesen;1389;positive;vague;not evaluative;0;0;0;0;0;0;0;0;0;0;1;;27;Noisy Gossip;641;39;0.6;0.1111111;16
4;11;1;Third Party;3;0;4;0;0;12;5.12;17;30;30;4;;1394;;;;;;;;;;;;;;0;;27;Noisy Gossip;635;29;0;0.4444444;16
4;6;1;Investor;3;5;4;0;0;12;5.12;17;9;30;8;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;630;29;0;0.4444444;9
4;7;1;Trustee;3;0;4;0;0;12;5.12;17;30;12;16;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;631;29;0;0.4444444;13
4;15;2;Investor;6;11;0;2;0;23;3.02;5;9;30;5;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;639;28;0;0;2
4;8;2;Trustee;6;0;0;2;0;23;3.02;5;30;7;4;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;632;28;0;0;26
4;17;2;Third Party;6;0;0;2;0;23;3.02;5;30;30;5;So geht das nicht der Betrag ist zu niedrig;1395;negative;vague;evaluative;0;0;1;1;0;0;0;0;0;0;1;warning;27;Noisy Gossip;641;28;0.1111111;0;16
4;12;3;Investor;8;12;16;1;0;32;4.38;3;30;30;4;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;636;35;0;0.6666667;16
4;18;3;Third Party;8;0;16;1;0;32;4.38;3;30;30;17;B hat 33,3% zur?ck gesendet;1396;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;642;35;0.3333333;0.6666667;16
4;9;3;Trustee;8;0;16;1;0;32;4.38;3;30;4;1;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;633;35;0;0.6666667;16
4;14;4;Investor;8;12;0;0;0;30;7.13;5;9;30;8;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;638;35;0;0;0
4;1;4;Third Party;8;0;0;0;0;30;7.13;5;30;30;5;25.00%;1391;neutral;false;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;625;35;0.25;0;16
4;10;4;Trustee;8;0;0;0;0;30;7.13;5;30;7;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;634;35;0;0;32
4;13;5;Trustee;8;0;16;0;0;8;4.14;8;30;11;11;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;637;16;0;0.6666667;16
4;3;5;Third Party;8;0;16;0;0;8;4.14;8;30;30;2;;1392;;;;;;;;;;;;;;0;;27;Noisy Gossip;627;16;0.6666666;0.6666667;16
4;2;5;Investor;8;12;16;0;0;8;4.14;8;26;30;23;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;626;16;0;0.6666667;16
4;4;6;Third Party;8;0;0;0;0;24;0.58;2;30;30;3;;1393;;;;;;;;;;;;;;0;;27;Noisy Gossip;628;26;0.6666666;0;16
4;16;6;Trustee;8;0;0;0;0;24;0.58;2;30;32;1;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;640;26;0;0;32
4;5;6;Investor;8;16;0;0;0;24;0.58;2;9;30;5;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;629;26;0;0;0
5;11;1;Third Party;8;0;0;0;0;12;6.86;9;30;30;4;;1400;;;;;;;;;;;;;;0;;27;Noisy Gossip;635;21;0.4444444;0;16
5;12;1;Investor;8;12;0;0;0;12;6.86;9;12;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;636;21;0;0;0
5;10;1;Trustee;8;0;0;0;0;12;6.86;9;30;10;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;634;21;0;0;32
5;5;2;Investor;8;14;16;0;0;9;7.37;3;11;30;3;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;629;12;0;0.6666667;16
5;9;2;Trustee;8;0;16;0;0;9;7.37;3;30;3;14;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;633;12;0;0.6666667;16
5;17;2;Third Party;8;0;16;0;0;9;7.37;3;30;30;3;Das ist asi;1401;negative;vague;evaluative;0;0;0;1;0;0;0;0;0;0;1;warning;27;Noisy Gossip;641;12;0;0.6666667;16
5;4;3;Third Party;4;0;5;0;0;24;4.1;3;30;30;1;B hat 0 Prozent zur?ckgezahlt;1399;neutral;true;not evaluative;0;0;0;0;0;0;0;0;0;0;1;;27;Noisy Gossip;628;27;0;0.4166667;16
5;6;3;Investor;4;6;5;0;0;24;4.1;3;5;30;5;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;630;27;0;0.4166667;9
5;7;3;Trustee;4;0;5;0;0;24;4.1;3;30;14;1;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;631;27;0;0.4166667;15
5;15;4;Investor;5;7;0;0;0;5;4.44;2;13;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;639;7;0;0;3
5;3;4;Third Party;5;0;0;0;0;5;4.44;2;30;30;2;;1398;;;;;;;;;;;;;;0;;27;Noisy Gossip;627;7;0.6666666;0;16
5;8;4;Trustee;5;0;0;0;0;5;4.44;2;30;5;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;632;7;0;0;23
5;14;5;Investor;8;12;16;0;0;22;1.2;17;10;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;638;39;0;0.6666667;16
5;1;5;Third Party;8;0;16;0;0;22;1.2;17;30;30;6;0%;1397;neutral;true;not evaluative;0;0;0;0;0;0;0;0;0;0;1;;27;Noisy Gossip;625;39;0;0.6666667;16
5;13;5;Trustee;8;0;16;0;0;22;1.2;17;30;3;30;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;637;39;0;0.6666667;16
5;18;6;Third Party;8;0;4;2;0;33;6.01;5;30;30;3;B hat gut 67% zur?ck gesendet;1402;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;642;38;0.6666666;0.1666667;16
5;2;6;Investor;8;12;4;2;0;33;6.01;5;18;30;23;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;626;38;0;0.1666667;4
5;16;6;Trustee;8;0;4;2;0;33;6.01;5;30;24;9;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;640;38;0;0.1666667;28
6;2;1;Investor;8;12;6;0;0;10;0.46;5;12;30;26;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;626;15;0;0.25;6
6;17;1;Third Party;8;0;6;0;0;10;0.46;5;30;30;2;coole sache, weiter so;1407;positive;vague;evaluative;0;1;0;0;0;1;0;0;0;0;1;praise;27;Noisy Gossip;641;15;0.6666666;0.25;16
6;16;1;Trustee;8;0;6;0;0;10;0.46;5;30;26;1;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;640;15;0;0.25;26
6;14;2;Investor;8;10;12;0.01;0;28;2.81;18;20;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;638;46;0;0.5;12
6;7;2;Trustee;8;0;12;0.01;0;28;2.81;18;30;10;10;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;631;46;0;0.5;20
6;11;2;Third Party;8;0;12;0.01;0;28;2.81;18;30;30;4;Teilnemer B hat in der letzten Runde 0 % zur?ckgesandt.;1406;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;635;46;0;0.5;16
6;4;3;Third Party;5;0;1;0;0;32;5.7;4;30;30;2;B hat nur 41.7 Prozemt gezahlt;1405;negative;true;evaluative;0;0;1;0;0;0;0;0;0;0;1;selfish;27;Noisy Gossip;628;36;0.4166667;0.0666667;16
6;6;3;Investor;5;12;1;0;0;32;5.7;4;14;30;4;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;630;36;0;0.0666667;4
6;10;3;Trustee;5;0;1;0;0;32;5.7;4;30;5;3;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;634;36;0;0.0666667;22
6;3;4;Third Party;8;0;15;0;0;4;5.73;2;30;30;9;;1404;;;;;;;;;;;;;;0;;27;Noisy Gossip;627;6;0;0.625;16
6;13;4;Trustee;8;0;15;0;0;4;5.73;2;30;11;6;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;637;6;0;0.625;17
6;5;4;Investor;8;14;15;0;0;4;5.73;2;7;30;6;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;629;6;0;0.625;15
6;9;5;Trustee;0;0;0;0;0;14;7.33;11;30;9;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;633;25;0;0;8
6;15;5;Investor;0;0;0;0;0;14;7.33;11;6;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;639;25;0;0;8
6;1;5;Third Party;0;0;0;0;0;14;7.33;11;30;30;5;66.70%;1403;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;625;25;0.6666666;0;16
6;12;6;Investor;8;12;0;1;0;22;4.83;9;7;30;1;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;636;31;0;0;0
6;8;6;Trustee;8;0;0;1;0;22;4.83;9;30;6;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;632;31;0;0;32
6;18;6;Third Party;8;0;0;1;0;22;4.83;9;30;30;3;B hat nur 16,7 % zur?ck gesendet;1408;negative;true;evaluative;0;0;1;0;0;0;0;0;0;0;1;selfish;27;Noisy Gossip;642;31;0.1666667;0;16
7;14;1;Investor;8;12;7;0;0;3;0.59;1;14;30;3;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;638;4;0;0.2916667;7
7;16;1;Trustee;8;0;7;0;0;3;0.59;1;30;26;0;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;640;4;0;0.2916667;25
7;3;1;Third Party;8;0;7;0;0;3;0.59;1;30;30;2;;1410;;;;;;;;;;;;;;0;;27;Noisy Gossip;627;4;0.625;0.2916667;16
7;9;2;Trustee;8;0;16;4;0;19;4.35;5;30;4;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;633;24;0;0.6666667;16
7;2;2;Investor;8;12;16;4;0;19;4.35;5;10;30;25;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;626;24;0;0.6666667;16
7;18;2;Third Party;8;0;16;4;0;19;4.35;5;30;30;7;B hat 0% (!) zur?ck gesendet!!!;1414;negative;true;evaluative;0;0;0;0;0;0;0;0;0;0;1;;27;Noisy Gossip;642;24;0;0.6666667;16
7;15;3;Investor;0;0;0;0;0;13;6.6;2;13;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;639;15;0;0;8
7;8;3;Trustee;0;0;0;0;0;13;6.6;2;30;8;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;632;15;0;0;8
7;4;3;Third Party;0;0;0;0;0;13;6.6;2;30;30;2;;1411;;;;;;;;;;;;;;0;;27;Noisy Gossip;628;15;0.0666667;0;16
7;7;4;Trustee;8;0;12;0;0;9;6.81;12;30;12;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;631;21;0;0.5;20
7;5;4;Investor;8;14;12;0;0;9;6.81;12;12;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;629;21;0;0.5;12
7;11;4;Third Party;8;0;12;0;0;9;6.81;12;30;30;9;;1412;;;;;;;;;;;;;;0;;27;Noisy Gossip;635;21;0.5;0.5;16
7;17;5;Third Party;0;0;0;0;0;6;1.71;8;30;30;1;;1413;;;;;;;;;;;;;;0;;27;Noisy Gossip;641;14;0.25;0;16
7;10;5;Trustee;0;0;0;0;0;6;1.71;8;30;8;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;634;14;0;0;8
7;12;5;Investor;0;0;0;0;0;6;1.71;8;6;30;1;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;636;14;0;0;8
7;13;6;Trustee;1;0;2;0;0;26;3.19;6;30;20;14;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;637;32;0;0.6666667;9
7;1;6;Third Party;1;0;2;0;0;26;3.19;6;30;30;6;;1409;;;;;;;;;;;;;;0;;27;Noisy Gossip;625;32;0;0.6666667;16
7;6;6;Investor;1;3;2;0;0;26;3.19;6;6;30;4;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;630;32;0;0.6666667;9
8;14;1;Investor;8;12;6;0;0;7;7;3;7;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;638;10;0;0.25;6
8;16;1;Trustee;8;0;6;0;0;7;7;3;30;30;1;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;640;10;0;0.25;26
8;17;1;Third Party;8;0;6;0;0;7;7;3;30;30;3;;1419;;;;;;;;;;;;;;0;;27;Noisy Gossip;641;10;0;0.25;16
8;11;2;Third Party;0;0;1;0;0;5;2.47;7;30;30;6;;1418;;;;;;;;;;;;;;0;;27;Noisy Gossip;635;12;0.5;0;16
8;15;2;Investor;0;0;1;0;0;5;2.47;7;5;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;639;12;0;0;9
8;13;2;Trustee;0;0;1;0;0;5;2.47;7;30;14;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;637;12;0;0;7
8;6;3;Investor;3;6;11;2;0;18;6.62;7;8;30;9;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;630;25;0;1.222222;16
8;9;3;Trustee;3;0;11;2;0;18;6.62;7;30;30;4;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;633;25;0;1.222222;6
8;18;3;Third Party;3;0;11;2;0;18;6.62;7;30;30;4;B hat gut 67% zur?ck gesendet;1420;neutral;true;not evaluative;0;0;0;0;0;0;0;0;0;0;1;;27;Noisy Gossip;642;25;0.6666666;1.222222;16
8;8;4;Trustee;8;0;0;0;0;3;2.52;1;30;4;3;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;632;4;0;0;32
8;3;4;Third Party;8;0;0;0;0;3;2.52;1;30;30;0;;1416;;;;;;;;;;;;;;0;;27;Noisy Gossip;627;4;0.2916667;0;16
8;5;4;Investor;8;14;0;0;0;3;2.52;1;8;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;629;4;0;0;0
8;1;5;Third Party;8;0;12;0;0;20;6.36;5;30;30;5;66.70%;1415;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;625;25;0.6666666;0.5;16
8;7;5;Trustee;8;0;12;0;0;20;6.36;5;30;17;1;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;631;25;0;0.5;20
8;2;5;Investor;8;12;12;0;0;20;6.36;5;17;30;21;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;626;25;0;0.5;12
8;4;6;Third Party;0;0;0;0;0;4;4.5;3;30;30;3;;1417;;;;;;;;;;;;;;0;;27;Noisy Gossip;628;7;0;0;16
8;12;6;Investor;0;0;0;0;0;4;4.5;3;6;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;636;7;0;0;8
8;10;6;Trustee;0;0;0;0;0;4;4.5;3;30;4;1;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;634;7;0;0;8
9;18;1;Third Party;3;0;4;4;1;24;0.18;3;30;30;5;B hat 122,2 % (!) zur?ck gesendet!;1426;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;642;27;1.222222;0.4444444;15.82
9;7;1;Trustee;3;0;4;4;1;24;0.18;3;30;15;1;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;631;27;0;0.4444444;13
9;15;1;Investor;3;4;4;4;1;24;0.18;3;34;30;3;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;639;27;0;0.4444444;9
9;17;2;Third Party;8;0;8;0;0;4;4.88;3;30;30;1;;1425;;;;;;;;;;;;;;0;;27;Noisy Gossip;641;7;0.25;0.3333333;16
9;16;2;Trustee;8;0;8;0;0;4;4.88;3;30;27;0;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;640;7;0;0.3333333;24
9;2;2;Investor;8;12;8;0;0;4;4.88;3;10;30;23;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;626;7;0;0.3333333;8
9;10;3;Trustee;2;0;3;0;0;15;5;7;30;8;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;634;22;0;0.5;11
9;12;3;Investor;2;3;3;0;0;15;5;7;13;30;4;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;636;22;0;0.5;9
9;1;3;Third Party;2;0;3;0;0;15;5;7;30;30;8;50.00%;1421;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;625;22;0.5;0.5;16
9;13;4;Trustee;8;0;15;0;0;5;6.67;6;30;12;1;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;637;11;0;0.625;17
9;11;4;Third Party;8;0;15;0;0;5;6.67;6;30;30;7;;1424;;;;;;;;;;;;;;0;;27;Noisy Gossip;635;11;0;0.625;16
9;5;4;Investor;8;10;15;0;0;5;6.67;6;7;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;629;11;0;0.625;15
9;3;5;Third Party;5;0;0;0;0;3;1.95;1;30;30;1;;1422;;;;;;;;;;;;;;0;;27;Noisy Gossip;627;4;0;0;16
9;6;5;Investor;5;7;0;0;0;3;1.95;1;10;30;7;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;630;4;0;0;3
9;8;5;Trustee;5;0;0;0;0;3;1.95;1;30;4;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;632;4;0;0;23
9;9;6;Trustee;8;0;16;0;0;3;0.46;2;30;3;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;633;5;0;0.6666667;16
9;4;6;Third Party;8;0;16;0;0;3;0.46;2;30;30;1;;1423;;;;;;;;;;;;;;0;;27;Noisy Gossip;628;5;0;0.6666667;16
9;14;6;Investor;8;12;16;0;0;3;0.46;2;6;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;638;5;0;0.6666667;16
10;9;1;Trustee;2;0;0;0;0;3;4.31;3;30;14;1;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;633;6;0;0;14
10;12;1;Investor;2;3;0;0;0;3;4.31;3;9;30;13;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;636;6;0;0;6
10;4;1;Third Party;2;0;0;0;0;3;4.31;3;30;30;1;;1429;;;;;;;;;;;;;;0;;27;Noisy Gossip;628;6;0.6666666;0;16
10;6;2;Investor;3;5;5;1;0;17;3.21;4;7;30;6;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;630;21;0;0.5555556;10
10;13;2;Trustee;3;0;5;1;0;17;3.21;4;30;24;4;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;637;21;0;0.5555556;12
10;18;2;Third Party;3;0;5;1;0;17;3.21;4;30;30;3;B hat 44,4 % zur?ck gesendet;1432;neutral;true;not evaluative;0;0;0;0;1;0;0;0;0;0;1;neutral;27;Noisy Gossip;642;21;0.4444444;0.5555556;16
10;15;3;Investor;0;0;0;0;0;2;5.7;3;16;30;2;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;639;5;0;0;8
10;7;3;Trustee;0;0;0;0;0;2;5.7;3;30;4;3;;;;;;;;;;;;;;;;0;;27;Noisy Gossip;631;5;0;0;8
10;3;3;Third Party;0;0;0;0;0;2;5.7;3;30;30;1;;1428;;;;;;;;;;;;;;0;;27;Noisy Gossip;627;5;0;0;16
